Date,IntZone,IntZoneName,CA,CAName,Positive7Day,Population
20210616,S02001474,Ardler and St Marys,S12000042,Dundee City,24,6075
20210616,S02001475,Western Edge,S12000042,Dundee City,15,4267
20210616,S02001476,Doon Valley South,S12000008,East Ayrshire,3,3170
20210616,S02001477,Doon Valley North,S12000008,East Ayrshire,9,4154
20210616,S02001478,Mauchline Rural,S12000008,East Ayrshire,18,4967
20210616,S02001479,Drongan,S12000008,East Ayrshire,27,3061
20210616,S02001480,Mauchline,S12000008,East Ayrshire,17,3921
20210616,S02001481,Cumnock Rural,S12000008,East Ayrshire,5,4664
20210616,S02001482,New Cumnock,S12000008,East Ayrshire,,2652
20210616,S02001483,Cumnock South and Craigens,S12000008,East Ayrshire,3,4777
20210616,S02001484,Cumnock North,S12000008,East Ayrshire,4,3834
20210616,S02001485,Auchinleck,S12000008,East Ayrshire,10,3639
20210616,S02001486,Northern and Irvine Valley Rural,S12000008,East Ayrshire,3,6204
20210616,S02001487,Stewarton East,S12000008,East Ayrshire,4,4114
20210616,S02001488,Stewarton West,S12000008,East Ayrshire,5,2467
20210616,S02001489,Darvel,S12000008,East Ayrshire,,3837
20210616,S02001490,Newmilns,S12000008,East Ayrshire,5,2759
20210616,S02001491,Galston,S12000008,East Ayrshire,10,4750
20210616,S02001492,Earlston and Hurlford Rural,S12000008,East Ayrshire,,5630
20210616,S02001493,Shortlees,S12000008,East Ayrshire,7,4396
20210616,S02001494,Bellfield and Kirkstyle,S12000008,East Ayrshire,3,4238
20210616,S02001495,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,,2802
20210616,S02001496,Piersland,S12000008,East Ayrshire,8,3207
20210616,S02001497,New Farm Loch South,S12000008,East Ayrshire,6,2792
20210616,S02001498,Dean and New Farm Loch North,S12000008,East Ayrshire,3,3664
20210616,S02001499,Southcraig and Beansburn,S12000008,East Ayrshire,24,5826
20210616,S02001500,Altonhill North and Onthank,S12000008,East Ayrshire,,4566
20210616,S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,8,4759
20210616,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire,9,3853
20210616,S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire,25,6029
20210616,S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire,9,4621
20210616,S02001505,Kilmaurs,S12000008,East Ayrshire,,2657
20210616,S02001506,West Clober and Mains Estate,S12000045,East Dunbartonshire,6,2748
20210616,S02001507,East Clober and Mains Estate,S12000045,East Dunbartonshire,3,3422
20210616,S02001508,Barloch,S12000045,East Dunbartonshire,8,3283
20210616,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire,5,4079
20210616,S02001510,Kilmardinny East,S12000045,East Dunbartonshire,8,3187
20210616,S02001511,Kilmardinny West,S12000045,East Dunbartonshire,14,3786
20210616,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire,5,4415
20210616,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire,6,4168
20210616,S02001514,Westerton West,S12000045,East Dunbartonshire,4,2822
20210616,S02001515,Westerton East,S12000045,East Dunbartonshire,7,3673
20210616,S02001516,Kessington West,S12000045,East Dunbartonshire,9,3242
20210616,S02001517,Kessington East,S12000045,East Dunbartonshire,13,2904
20210616,S02001518,Torrance and Balmore,S12000045,East Dunbartonshire,8,2805
20210616,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,9,5089
20210616,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,16,6505
20210616,S02001521,Auchinairn,S12000045,East Dunbartonshire,9,5686
20210616,S02001522,Woodhill East,S12000045,East Dunbartonshire,,2454
20210616,S02001523,Woodhill West,S12000045,East Dunbartonshire,6,4141
20210616,S02001524,Lenzie North,S12000045,East Dunbartonshire,4,5109
20210616,S02001525,Lenzie South,S12000045,East Dunbartonshire,,3321
20210616,S02001526,Kirkintilloch South,S12000045,East Dunbartonshire,,3397
20210616,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire,8,4137
20210616,S02001528,Hillhead,S12000045,East Dunbartonshire,,4164
20210616,S02001529,Rosebank and Waterside,S12000045,East Dunbartonshire,7,5422
20210616,S02001530,Twechar and Harestanes East,S12000045,East Dunbartonshire,,2842
20210616,S02001531,Harestanes,S12000045,East Dunbartonshire,4,3146
20210616,S02001532,Milton of Campsie,S12000045,East Dunbartonshire,3,4011
20210616,S02001533,Lennoxtown,S12000045,East Dunbartonshire,16,4682
20210616,S02001534,Wallyford/Whitecraig (IZ01),S12000010,East Lothian,25,6902
20210616,S02001535,Musselburgh South (IZ02),S12000010,East Lothian,7,4594
20210616,S02001536,Musselburgh West (IZ03),S12000010,East Lothian,,2947
20210616,S02001537,Musselburgh North (IZ04),S12000010,East Lothian,14,4865
20210616,S02001538,Musselburgh East (IZ05),S12000010,East Lothian,5,4789
20210616,S02001539,Pinkie Braes (IZ06),S12000010,East Lothian,,2360
20210616,S02001540,Prestonpans West (IZ07),S12000010,East Lothian,18,5666
20210616,S02001541,Prestonpans East (IZ08),S12000010,East Lothian,13,4284
20210616,S02001542,Cockenzie (IZ09),S12000010,East Lothian,10,5694
20210616,S02001543,Tranent North (IZ10),S12000010,East Lothian,6,6827
20210616,S02001544,Tranent South (IZ11),S12000010,East Lothian,15,6023
20210616,S02001545,Ormiston (IZ12),S12000010,East Lothian,8,2968
20210616,S02001546,Longniddry & Aberlady (IZ13),S12000010,East Lothian,13,5716
20210616,S02001547,Haddington Rural (IZ14),S12000010,East Lothian,3,6341
20210616,S02001548,Haddington North (IZ15),S12000010,East Lothian,3,4404
20210616,S02001549,Haddington South (IZ16),S12000010,East Lothian,3,4777
20210616,S02001550,Gullane & Drem (IZ17),S12000010,East Lothian,3,4406
20210616,S02001551,North Berwick North (IZ18),S12000010,East Lothian,3,3235
20210616,S02001552,North Berwick South (IZ19),S12000010,East Lothian,5,4694
20210616,S02001553,East Linton & Rural (IZ20),S12000010,East Lothian,14,5462
20210616,S02001554,Dunbar West (IZ21),S12000010,East Lothian,6,5475
20210616,S02001555,Dunbar East (IZ22),S12000010,East Lothian,9,4661
20210616,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire,5,6282
20210616,S02001557,Cross Stobbs,S12000011,East Renfrewshire,5,3525
20210616,S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire,6,6157
20210616,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire,,4076
20210616,S02001560,Auchenback,S12000011,East Renfrewshire,15,4162
20210616,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire,25,8574
20210616,S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire,18,6126
20210616,S02001563,Whitecraigs and Broom,S12000011,East Renfrewshire,5,3901
20210616,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire,14,6420
20210616,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire,5,5059
20210616,S02001566,North Kirkhill,S12000011,East Renfrewshire,4,3520
20210616,S02001567,Busby,S12000011,East Renfrewshire,,3725
20210616,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire,8,6237
20210616,S02001569,Williamwood,S12000011,East Renfrewshire,6,3230
20210616,S02001570,Stamperland,S12000011,East Renfrewshire,10,3693
20210616,S02001571,Netherlee,S12000011,East Renfrewshire,5,4692
20210616,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire,10,4870
20210616,S02001573,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire,4,3394
20210616,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire,6,3777
20210616,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire,9,4110
20210616,S02001576,Balerno and Bonnington Village,S12000036,City of Edinburgh,4,5908
20210616,S02001577,Currie West,S12000036,City of Edinburgh,,6164
20210616,S02001578,Currie East,S12000036,City of Edinburgh,5,3532
20210616,S02001579,Baberton and Juniper Green,S12000036,City of Edinburgh,7,4332
20210616,S02001580,Bonaly and The Pentlands,S12000036,City of Edinburgh,6,4748
20210616,S02001581,Colinton and Kingsknowe,S12000036,City of Edinburgh,30,4666
20210616,S02001582,Clovenstone and Wester Hailes,S12000036,City of Edinburgh,21,3695
20210616,S02001583,The Calders,S12000036,City of Edinburgh,31,4685
20210616,S02001584,Murrayburn and Wester Hailes North,S12000036,City of Edinburgh,12,3836
20210616,S02001585,Parkhead and Sighthill,S12000036,City of Edinburgh,12,3167
20210616,S02001586,Broomhouse and Bankhead,S12000036,City of Edinburgh,16,3826
20210616,S02001587,Stenhouse and Saughton Mains,S12000036,City of Edinburgh,21,5947
20210616,S02001588,Longstone and Saughton,S12000036,City of Edinburgh,,4678
20210616,S02001589,Slateford and Chesser,S12000036,City of Edinburgh,8,5209
20210616,S02001590,Gorgie West,S12000036,City of Edinburgh,11,5671
20210616,S02001591,Gorgie East,S12000036,City of Edinburgh,4,4000
20210616,S02001592,Shandon,S12000036,City of Edinburgh,6,5452
20210616,S02001593,Craiglockhart,S12000036,City of Edinburgh,,5141
20210616,S02001594,Morningside and Craighouse,S12000036,City of Edinburgh,7,4834
20210616,S02001595,Greenbank and The Braids,S12000036,City of Edinburgh,5,4363
20210616,S02001596,Colinton Mains and Firrhill,S12000036,City of Edinburgh,11,4006
20210616,S02001597,Oxgangs,S12000036,City of Edinburgh,4,2659
20210616,S02001598,Comiston and Swanston,S12000036,City of Edinburgh,11,5098
20210616,S02001599,Fairmilehead,S12000036,City of Edinburgh,7,5743
20210616,S02001600,Gilmerton South and the Murrays,S12000036,City of Edinburgh,17,3707
20210616,S02001601,Mortonhall and Anwickhill,S12000036,City of Edinburgh,5,2484
20210616,S02001602,"Gracemount, Southhouse and Burdiehouse",S12000036,City of Edinburgh,22,5941
20210616,S02001603,Hyvots and Gilmerton,S12000036,City of Edinburgh,10,3868
20210616,S02001604,Fernieside and Moredun South,S12000036,City of Edinburgh,6,4264
20210616,S02001605,Moredun and Craigour,S12000036,City of Edinburgh,11,3322
20210616,S02001606,Liberton East,S12000036,City of Edinburgh,5,3173
20210616,S02001607,Liberton West and Braid Hills,S12000036,City of Edinburgh,7,3646
20210616,S02001608,The Inch,S12000036,City of Edinburgh,11,5075
20210616,S02001609,"Blackford, West Mains and Mayfield Road",S12000036,City of Edinburgh,8,7083
20210616,S02001610,Prestonfield,S12000036,City of Edinburgh,7,3321
20210616,S02001611,Newington and Dalkeith Road,S12000036,City of Edinburgh,6,6519
20210616,S02001612,The Grange,S12000036,City of Edinburgh,8,5939
20210616,S02001613,Marchmont East and Sciennes,S12000036,City of Edinburgh,23,4844
20210616,S02001614,Marchmont West,S12000036,City of Edinburgh,16,4625
20210616,S02001615,Morningside,S12000036,City of Edinburgh,8,6001
20210616,S02001616,Merchiston and Greenhill,S12000036,City of Edinburgh,4,5205
20210616,S02001617,Bruntsfield,S12000036,City of Edinburgh,6,5993
20210616,S02001618,Polwarth,S12000036,City of Edinburgh,8,4798
20210616,S02001619,Dalry and Fountainbridge,S12000036,City of Edinburgh,22,8016
20210616,S02001620,Tollcross,S12000036,City of Edinburgh,15,6418
